ID,Label,Age,fnlwgt,Education-num,Capital-gain,Capital-loss,Hours-per-week
CLI0583,<=50K,27,175821,9,0,0,34
CLI0584,<=50K,33,33308,10,0,0,70
CLI0585,<=50K,23,119838,13,0,0,50
CLI0586,<=50K,34,340917,15,2829,0,50
CLI0587,<=50K,40,240698,9,0,0,60
CLI0588,>50K,47,44257,13,0,0,60
CLI0589,<=50K,23,46645,13,0,0,25
CLI0590,<=50K,37,265038,10,0,0,50
CLI0591,<=50K,27,221166,5,0,0,40
CLI0592,>50K,41,173938,15,0,0,50
CLI0593,<=50K,44,216921,6,0,0,70
CLI0594,<=50K,35,287658,12,0,0,30
CLI0595,<=50K,58,31732,13,0,0,50
CLI0596,>50K,48,131826,10,0,0,40
CLI0597,<=50K,22,102684,10,0,0,32
CLI0598,<=50K,52,145271,13,0,0,40
CLI0599,<=50K,36,162651,9,0,0,40
CLI0600,<=50K,25,375170,10,0,0,35
CLI0601,<=50K,21,176262,12,0,0,18
CLI0602,<=50K,38,104089,11,0,0,40
CLI0603,<=50K,55,202220,9,2407,0,35
CLI0604,>50K,42,443508,16,0,0,45
CLI0605,<=50K,34,163110,14,0,0,40
CLI0606,<=50K,40,76625,9,0,0,40
CLI0607,<=50K,19,223392,9,0,0,15
CLI0608,<=50K,43,198330,14,0,0,37
CLI0609,<=50K,19,423863,10,0,0,35
CLI0610,<=50K,32,30497,11,0,0,40
CLI0611,>50K,46,192323,10,0,0,38
CLI0612,<=50K,46,405309,9,0,0,40
CLI0613,>50K,48,353012,9,0,1902,40
CLI0614,<=50K,27,172091,9,0,0,40
CLI0615,<=50K,48,383384,9,0,0,60
CLI0616,<=50K,35,209993,7,0,0,8
CLI0617,<=50K,23,303121,10,0,0,30
CLI0618,<=50K,25,52536,12,0,1594,25
CLI0619,<=50K,23,215624,10,0,0,40
CLI0620,>50K,51,159910,13,10520,0,40
CLI0621,<=50K,30,19302,10,0,0,48
CLI0622,<=50K,25,104097,13,2829,0,60
CLI0623,>50K,34,117963,13,0,0,40
CLI0624,<=50K,32,187560,15,3908,0,40
CLI0625,<=50K,51,168539,12,0,0,40
CLI0626,<=50K,71,110380,9,0,2467,52
CLI0627,>50K,83,240150,6,20051,0,50
CLI0628,>50K,31,103435,13,0,0,50
CLI0629,<=50K,23,189072,13,0,0,45
CLI0630,<=50K,42,235700,9,0,0,40
CLI0631,<=50K,58,21626,11,2202,0,56
CLI0632,>50K,40,188693,14,0,0,35
CLI0633,<=50K,24,191073,9,0,0,40
CLI0634,<=50K,22,401690,10,0,0,20
CLI0635,>50K,47,233511,14,27828,0,60
CLI0636,<=50K,21,434710,10,0,0,15
CLI0637,>50K,67,171584,13,6514,0,7
CLI0638,<=50K,24,254767,4,2105,0,50
CLI0639,<=50K,35,170617,9,0,0,48
CLI0640,<=50K,47,287320,14,0,0,40
CLI0641,<=50K,41,198316,10,0,0,50
CLI0642,>50K,52,108083,14,0,0,50
CLI0643,<=50K,61,197311,14,0,0,40
CLI0644,<=50K,49,35406,9,0,0,20
CLI0645,<=50K,46,153254,9,0,0,40
CLI0646,<=50K,37,272471,9,0,0,40
CLI0647,>50K,53,42924,16,14084,0,50
CLI0648,<=50K,38,103456,13,0,0,40
CLI0649,>50K,43,198965,10,0,0,38
CLI0650,<=50K,49,122066,10,0,0,25
CLI0651,<=50K,19,205829,9,0,0,35
CLI0652,>50K,47,84735,14,0,0,20
CLI0653,<=50K,51,521665,10,0,0,24
CLI0654,<=50K,61,238611,4,0,0,38
CLI0655,<=50K,22,201729,5,0,0,30
CLI0656,<=50K,27,604045,13,0,0,40
CLI0657,<=50K,49,120451,6,0,0,40
CLI0658,<=50K,25,109419,9,0,0,40
CLI0659,<=50K,65,221026,9,0,0,20
CLI0660,<=50K,20,293297,10,0,0,35
CLI0661,>50K,51,338260,15,15024,0,60
CLI0662,<=50K,34,205733,9,0,0,40
CLI0663,<=50K,37,282872,9,0,1628,40
CLI0664,<=50K,28,177955,7,0,0,40
CLI0665,<=50K,32,86808,10,0,0,38
CLI0666,<=50K,20,121313,6,0,0,40
CLI0667,>50K,66,249043,13,5556,0,26
CLI0668,<=50K,48,173938,9,0,0,60
CLI0669,<=50K,47,178309,5,0,0,50
CLI0670,<=50K,20,219835,10,0,0,30
CLI0671,<=50K,39,314007,6,0,2051,40
CLI0672,<=50K,25,235795,12,0,0,48
CLI0673,<=50K,40,264663,13,0,0,60
CLI0674,<=50K,38,277022,10,0,0,40
CLI0675,<=50K,26,282304,10,0,0,45
CLI0676,>50K,68,225612,13,0,0,35
CLI0677,>50K,45,35969,14,0,0,60
CLI0678,<=50K,40,299813,7,0,0,37
CLI0679,<=50K,33,243678,10,0,0,40
CLI0680,<=50K,33,300681,9,0,0,40
CLI0681,<=50K,19,174478,9,0,0,40
CLI0682,<=50K,22,284317,12,0,0,40
CLI0683,>50K,45,178319,16,0,0,56
CLI0684,<=50K,21,164019,10,0,0,10
CLI0685,<=50K,41,113823,14,0,0,40
CLI0686,<=50K,20,56322,10,2176,0,25
CLI0687,<=50K,36,135293,13,1506,0,45
CLI0688,<=50K,47,20956,13,0,1740,40
CLI0689,<=50K,27,169460,13,0,0,40
CLI0690,>50K,41,267252,10,0,1902,40
CLI0691,<=50K,56,95763,6,0,0,45
CLI0692,<=50K,49,61885,7,0,0,40
CLI0693,<=50K,36,89508,10,0,0,50
CLI0694,>50K,36,186035,10,0,0,60
CLI0695,<=50K,47,204900,9,0,0,40
CLI0696,>50K,74,228075,10,20051,0,25
CLI0697,<=50K,19,178147,9,0,0,35
CLI0698,<=50K,46,102102,9,0,0,40
CLI0699,<=50K,26,109240,13,0,0,50
CLI0700,<=50K,27,69757,10,0,0,60
CLI0701,<=50K,35,668319,13,0,1740,80
CLI0702,<=50K,28,236861,13,0,0,50
CLI0703,<=50K,38,470663,13,0,0,50
CLI0704,<=50K,33,214129,10,0,0,40
CLI0705,>50K,36,226013,9,5178,0,40
CLI0706,<=50K,23,173851,9,0,0,8
CLI0707,<=50K,32,360593,9,0,0,30
CLI0708,<=50K,17,191260,5,1055,0,24
CLI0709,<=50K,21,211391,10,0,0,27
CLI0710,>50K,33,369386,10,5178,0,40
CLI0711,<=50K,17,268276,8,0,0,12
CLI0712,<=50K,49,28791,10,0,0,40
CLI0713,<=50K,55,183884,9,0,0,45
CLI0714,<=50K,32,177675,9,0,0,40
CLI0715,>50K,46,187749,13,0,0,40
CLI0716,<=50K,30,323054,6,0,0,40
CLI0717,<=50K,37,29145,11,0,0,40
CLI0718,<=50K,37,143547,13,0,0,40
CLI0719,<=50K,51,112310,10,0,0,40
CLI0720,>50K,45,148995,16,99999,0,30
CLI0721,<=50K,61,180382,3,3411,0,45
CLI0722,<=50K,21,184678,10,0,0,35
CLI0723,<=50K,24,283757,13,0,0,39
CLI0724,<=50K,18,434430,9,0,0,30
CLI0725,<=50K,28,365411,5,0,0,42
CLI0726,<=50K,28,127833,9,0,0,40
CLI0727,>50K,49,28334,10,0,0,45
CLI0728,<=50K,39,163392,9,0,0,26
CLI0729,>50K,45,142287,14,0,0,50
CLI0730,<=50K,30,319280,10,0,0,40
CLI0731,<=50K,33,150657,13,0,0,40
CLI0732,<=50K,41,195124,14,0,0,35
CLI0733,<=50K,49,32212,9,0,0,43
CLI0734,>50K,44,325461,13,0,1902,50
CLI0735,<=50K,35,190194,9,0,0,40
CLI0736,<=50K,45,230979,10,0,0,40
CLI0737,<=50K,27,240172,13,0,0,40
CLI0738,<=50K,19,278304,10,0,0,15
CLI0739,<=50K,18,243240,9,0,0,37
CLI0740,<=50K,28,55950,13,0,0,40
CLI0741,<=50K,47,343579,9,0,0,40
CLI0742,<=50K,19,198668,4,0,0,40
CLI0743,<=50K,39,179824,9,0,0,36
CLI0744,<=50K,60,135470,3,0,0,40
CLI0745,<=50K,27,130067,10,0,0,65
CLI0746,<=50K,57,327901,6,0,0,40
CLI0747,<=50K,55,252714,11,0,0,40
CLI0748,<=50K,27,103164,7,0,0,40
CLI0749,<=50K,23,224059,9,0,0,40
CLI0750,<=50K,38,220783,9,0,0,20
CLI0751,<=50K,31,97453,9,0,0,40
CLI0752,<=50K,25,201579,5,0,0,40
CLI0753,<=50K,38,47707,9,0,0,40
CLI0754,<=50K,37,89491,14,0,0,40
CLI0755,<=50K,66,126511,10,0,0,45
CLI0756,<=50K,18,131180,7,0,0,16
CLI0757,<=50K,41,185057,11,0,0,40
CLI0758,<=50K,70,135339,13,0,0,40
CLI0759,<=50K,42,104647,9,0,0,40
CLI0760,>50K,34,243165,13,0,0,30
CLI0761,>50K,63,176696,9,0,0,40
CLI0762,<=50K,36,94954,11,0,0,20
CLI0763,<=50K,65,178931,9,3818,0,40
CLI0764,<=50K,23,189924,10,0,0,40
CLI0765,>50K,31,226696,9,0,0,50
CLI0766,<=50K,38,151322,9,0,0,40
CLI0767,<=50K,36,105138,9,0,0,50
CLI0768,<=50K,24,85088,9,0,1762,32
CLI0769,<=50K,19,117444,9,0,0,30
CLI0770,<=50K,30,45781,9,0,0,40
CLI0771,<=50K,39,200153,13,0,0,40
CLI0772,<=50K,33,43716,10,0,0,4
CLI0773,<=50K,24,137591,10,0,0,10
CLI0774,<=50K,46,170092,14,0,0,43
CLI0775,<=50K,27,247819,10,0,0,15
CLI0776,<=50K,31,169269,4,0,0,40
CLI0777,>50K,34,153614,9,0,0,45
CLI0778,>50K,36,186865,16,0,0,60
CLI0779,<=50K,34,172928,9,0,0,65
CLI0780,<=50K,27,175552,3,0,0,40
CLI0781,<=50K,63,113324,10,0,0,40
CLI0782,<=50K,46,345911,10,0,0,40
CLI0783,>50K,69,50468,15,0,0,34
CLI0784,>50K,37,125933,9,0,0,40
CLI0785,<=50K,21,140764,10,0,0,12
CLI0786,<=50K,27,253873,10,0,0,25
CLI0787,<=50K,30,200892,14,0,0,40
CLI0788,<=50K,19,202184,10,0,0,15
CLI0789,>50K,24,452640,10,14344,0,50
CLI0790,<=50K,23,178207,10,0,0,35
CLI0791,<=50K,31,123430,7,0,0,65
CLI0792,>50K,34,182926,9,0,0,43
CLI0793,<=50K,55,226875,9,4064,0,40
CLI0794,<=50K,21,118712,11,0,1504,40
CLI0795,<=50K,37,223732,10,0,0,40
CLI0796,>50K,43,211128,14,0,0,50
CLI0797,<=50K,36,84848,9,0,0,16
CLI0798,>50K,37,32709,13,0,0,40
CLI0799,<=50K,34,164309,7,0,0,8
CLI0800,<=50K,58,266707,2,0,2179,18
CLI0801,<=50K,35,54576,9,0,0,40
CLI0802,>50K,46,102388,15,15024,0,45
CLI0803,<=50K,53,35305,13,0,0,57
CLI0804,>50K,29,444304,13,0,0,40
CLI0805,<=50K,47,274883,9,0,0,40
CLI0806,>50K,40,228535,12,7298,0,36
CLI0807,<=50K,26,123384,14,0,0,40
CLI0808,<=50K,30,213722,9,0,0,40
CLI0809,<=50K,28,303674,9,3103,0,20
CLI0810,<=50K,19,320014,10,0,0,25
CLI0811,<=50K,58,215245,13,0,0,37
CLI0812,>50K,65,149131,13,0,0,40
CLI0813,<=50K,84,188328,9,0,0,16
CLI0814,<=50K,39,119421,9,0,625,35
CLI0815,<=50K,29,108594,9,0,0,40
CLI0816,>50K,50,276241,13,0,0,40
CLI0817,<=50K,43,211860,9,0,0,24
CLI0818,>50K,53,139671,10,0,0,40
CLI0819,>50K,62,122246,10,8614,0,39
CLI0820,<=50K,39,301867,13,0,0,24
CLI0821,>50K,31,119432,13,0,0,40
CLI0822,<=50K,17,100828,7,0,0,20
CLI0823,<=50K,21,286824,10,0,0,12
CLI0824,>50K,37,117567,13,0,0,60
CLI0825,<=50K,37,291981,9,0,0,40
CLI0826,<=50K,62,102631,10,0,0,50
CLI0827,<=50K,20,53738,10,0,0,60
CLI0828,<=50K,24,212300,9,0,0,38
CLI0829,>50K,37,51158,10,7298,0,36
CLI0830,<=50K,42,32533,10,0,0,45
CLI0831,<=50K,19,25429,10,0,0,25
CLI0832,<=50K,47,341762,9,0,0,40
CLI0833,<=50K,58,190541,9,0,0,47
CLI0834,>50K,58,119558,9,0,0,50
CLI0835,>50K,37,112497,14,0,0,40
CLI0836,<=50K,47,133758,9,0,1974,40
CLI0837,<=50K,55,98361,9,0,0,35
CLI0838,<=50K,19,198459,9,0,2001,40
CLI0839,<=50K,41,170230,13,0,0,45
CLI0840,<=50K,31,257644,9,0,0,43
CLI0841,<=50K,32,46691,13,0,0,40
CLI0842,<=50K,45,45891,10,0,0,42
CLI0843,<=50K,55,41938,13,0,0,8
CLI0844,>50K,46,30219,10,7688,0,38
CLI0845,<=50K,22,174626,4,0,0,40
CLI0846,<=50K,35,173858,9,0,0,40
CLI0847,<=50K,19,123718,10,0,0,20
CLI0848,>50K,37,178100,14,0,0,40
CLI0849,>50K,50,119099,10,0,0,99
CLI0850,<=50K,46,216414,11,0,0,40
CLI0851,>50K,48,168216,10,0,0,40
CLI0852,<=50K,20,411862,11,0,0,30
CLI0853,>50K,44,68729,10,0,1902,40
CLI0854,<=50K,27,367329,11,0,0,40
CLI0855,<=50K,47,171968,13,0,0,60
CLI0856,<=50K,38,210991,13,0,1740,40
CLI0857,>50K,54,203635,9,7298,0,60
CLI0858,<=50K,30,154120,13,0,0,65
CLI0859,<=50K,60,141253,6,0,0,48
CLI0860,<=50K,49,135643,9,0,0,40
CLI0861,<=50K,22,315974,10,0,0,40
CLI0862,<=50K,24,223811,10,0,0,40
CLI0863,<=50K,32,168906,12,0,0,40
CLI0864,<=50K,28,175343,13,0,0,40
CLI0865,<=50K,48,81154,11,0,0,48
CLI0866,<=50K,34,90934,11,0,0,40
CLI0867,<=50K,38,23892,9,0,0,40
CLI0868,>50K,37,362062,15,99999,0,50
CLI0869,<=50K,30,302473,9,0,0,40
CLI0870,<=50K,65,143732,9,0,0,40
CLI0871,<=50K,57,103540,3,0,0,50
CLI0872,>50K,54,103345,11,0,0,40
CLI0873,<=50K,27,198286,10,0,0,34
CLI0874,>50K,41,124956,13,99999,0,60
CLI0875,<=50K,50,174102,9,0,0,40
CLI0876,<=50K,58,209423,2,0,0,38
CLI0877,<=50K,44,139338,8,0,0,40
CLI0878,<=50K,35,171968,9,0,0,40
CLI0879,<=50K,39,315291,9,0,0,40
CLI0880,<=50K,32,173998,10,0,0,60
CLI0881,<=50K,40,188465,9,0,0,35
CLI0882,<=50K,40,341204,10,1831,0,30
CLI0883,<=50K,51,59590,9,0,0,20
CLI0884,<=50K,40,105717,14,0,1876,35
CLI0885,<=50K,58,243929,13,0,0,48
CLI0886,<=50K,59,113203,9,0,0,40
CLI0887,<=50K,20,110998,10,0,0,30
CLI0888,<=50K,38,28887,7,0,0,50
CLI0889,>50K,52,110954,9,0,0,45
CLI0890,<=50K,32,172579,9,0,0,30
CLI0891,>50K,43,150528,14,0,0,40
CLI0892,<=50K,37,329980,10,0,0,40
CLI0893,<=50K,28,329426,13,0,0,40
CLI0894,<=50K,27,183523,13,0,0,45
CLI0895,>50K,38,209609,10,0,0,40
CLI0896,<=50K,33,213887,9,0,0,40
CLI0897,<=50K,18,216508,9,0,0,30
CLI0898,<=50K,37,34378,2,0,0,40
CLI0899,<=50K,59,145574,7,0,0,40
CLI0900,<=50K,19,552354,8,0,0,40
CLI0901,<=50K,17,806316,7,0,0,20
CLI0902,<=50K,56,235826,9,5013,0,40
CLI0903,<=50K,20,53878,9,0,0,40
CLI0904,>50K,46,117849,10,15024,0,40
CLI0905,<=50K,29,84560,9,0,0,40
CLI0906,>50K,58,201112,10,0,0,55
CLI0907,>50K,44,33521,10,0,0,40
CLI0908,<=50K,27,38353,11,0,0,60
CLI0909,<=50K,55,176317,9,0,0,40
CLI0910,<=50K,28,168901,13,0,0,40
CLI0911,<=50K,32,171215,10,0,0,48
CLI0912,<=50K,26,259505,10,0,0,40
CLI0913,>50K,44,320071,9,0,0,40
CLI0914,<=50K,24,275421,10,0,0,40
CLI0915,<=50K,23,234460,4,0,0,40
CLI0916,>50K,37,218490,14,0,0,55
CLI0917,>50K,54,75235,9,5178,0,40
CLI0918,<=50K,45,112305,10,0,0,40
CLI0919,<=50K,39,63021,10,0,0,20
CLI0920,<=50K,35,169809,13,0,0,20
CLI0921,>50K,53,180439,13,0,0,40
CLI0922,<=50K,43,73883,13,0,0,45
CLI0923,<=50K,23,140764,11,0,0,15
CLI0924,<=50K,30,44566,13,0,0,40
CLI0925,<=50K,28,362491,9,0,0,40
CLI0926,>50K,40,191982,11,0,0,40
CLI0927,<=50K,34,30673,14,0,0,55
CLI0928,<=50K,22,228452,6,0,0,30
CLI0929,<=50K,27,175262,13,0,0,40
CLI0930,<=50K,33,80058,9,0,0,48
CLI0931,>50K,34,73161,9,0,0,40
CLI0932,<=50K,40,177595,10,0,1579,40
CLI0933,<=50K,28,216481,13,0,0,40
CLI0934,<=50K,21,306114,10,0,0,20
CLI0935,<=50K,39,117381,9,0,0,62
CLI0936,<=50K,37,197284,10,0,0,40
CLI0937,<=50K,20,289944,10,0,0,25
CLI0938,<=50K,51,172281,13,0,0,40
CLI0939,>50K,51,174824,9,8614,0,40
CLI0940,>50K,65,139960,9,10605,0,60
CLI0941,<=50K,24,202570,13,0,0,15
CLI0942,<=50K,30,291951,9,0,0,40
CLI0943,<=50K,35,110668,9,0,0,35
CLI0944,>50K,36,182863,13,0,0,50
CLI0945,<=50K,43,253759,10,0,0,40
CLI0946,<=50K,74,180455,13,0,0,8
CLI0947,<=50K,31,33124,15,0,0,99
CLI0948,>50K,55,144071,13,0,0,18
CLI0949,<=50K,33,288273,8,1471,0,40
CLI0950,<=50K,46,267952,11,0,0,36
CLI0951,<=50K,36,370585,9,0,0,40
CLI0952,>50K,38,205493,9,0,0,60
CLI0953,<=50K,24,289909,10,0,0,40
CLI0954,<=50K,19,184759,9,0,0,26
CLI0955,<=50K,35,187167,9,0,0,35
CLI0956,>50K,49,142856,9,0,0,40
CLI0957,>50K,44,241851,11,4386,0,40
CLI0958,<=50K,19,248749,10,0,0,20
CLI0959,>50K,42,336513,13,15024,0,60
CLI0960,<=50K,41,247752,9,0,0,40
CLI0961,>50K,47,175958,15,0,0,45
CLI0962,<=50K,47,162595,10,0,0,45
CLI0963,<=50K,26,171114,11,0,0,35
CLI0964,<=50K,57,108741,9,0,0,40
CLI0965,<=50K,65,198019,9,0,0,35
CLI0966,<=50K,33,143851,13,0,0,40
CLI0967,<=50K,23,159709,9,0,0,40
CLI0968,<=50K,41,206565,10,0,0,45
CLI0969,<=50K,48,174794,11,0,0,40
CLI0970,>50K,36,36423,9,0,0,25
CLI0971,<=50K,30,231620,13,0,0,40
CLI0972,>50K,28,141957,12,0,1887,70
CLI0973,>50K,49,281647,14,0,0,45
CLI0974,<=50K,53,548361,9,0,0,40
CLI0975,<=50K,33,301867,10,0,0,35
CLI0976,>50K,40,408717,9,0,0,40
CLI0977,<=50K,38,65624,9,0,0,40
CLI0978,<=50K,19,135162,10,0,0,10
CLI0979,<=50K,21,169699,9,0,0,40
CLI0980,>50K,45,331643,10,0,0,40
CLI0981,<=50K,29,218785,10,0,0,65
CLI0982,>50K,35,79586,14,0,0,40
CLI0983,>50K,37,397877,13,0,0,40
CLI0984,<=50K,22,183257,10,0,0,20
CLI0985,>50K,32,155232,13,0,0,60
CLI0986,<=50K,30,285295,13,0,0,40
CLI0987,<=50K,42,251239,10,0,0,40
CLI0988,<=50K,47,225065,3,0,0,40
CLI0989,<=50K,35,54317,9,0,1672,50
CLI0990,<=50K,26,147821,13,0,0,45
CLI0991,>50K,36,196529,14,0,0,40
CLI0992,<=50K,46,188861,10,0,0,40
CLI0993,<=50K,17,206506,6,0,0,10
CLI0994,<=50K,57,148509,13,0,0,35
CLI0995,<=50K,25,197871,13,0,0,50
CLI0996,>50K,42,190290,12,0,0,40
CLI0997,<=50K,41,222504,15,0,0,38
CLI0998,<=50K,32,339482,3,0,0,60
CLI0999,<=50K,20,117767,10,0,0,40
CLI1000,<=50K,24,83783,13,0,0,40
CLI1001,>50K,49,353824,10,0,0,45
CLI1002,<=50K,26,18827,10,0,0,40
CLI1003,<=50K,35,197719,10,0,0,40
CLI1004,<=50K,27,263431,10,0,0,40
CLI1005,>50K,37,176756,10,0,1485,70
CLI1006,<=50K,35,63021,10,0,0,35
CLI1007,<=50K,45,380127,13,0,0,40
CLI1008,<=50K,32,165949,13,0,1590,42
CLI1009,>50K,52,153312,12,0,0,40
CLI1010,<=50K,33,154227,11,0,0,40
CLI1011,<=50K,70,262345,10,0,0,6
CLI1012,<=50K,22,190903,7,0,0,20
CLI1013,>50K,51,221672,14,15024,0,50
CLI1014,<=50K,69,171050,9,0,0,9
CLI1015,>50K,42,255847,9,4386,0,48
CLI1016,>50K,46,192779,13,7688,0,40
CLI1017,>50K,44,162028,10,0,2415,6
CLI1018,>50K,38,304651,9,0,0,45
CLI1019,<=50K,43,144218,8,0,0,60
CLI1020,<=50K,20,117222,10,0,0,15
CLI1021,<=50K,37,497300,9,0,0,40
CLI1022,<=50K,45,265083,3,0,0,35
CLI1023,<=50K,28,218990,11,0,0,46
CLI1024,<=50K,22,283969,9,0,0,40
CLI1025,<=50K,24,119704,9,0,0,40
CLI1026,<=50K,31,416415,9,0,0,45
CLI1027,<=50K,19,318822,7,0,0,35
CLI1028,<=50K,35,149347,9,0,0,70
CLI1029,<=50K,23,170091,10,0,0,6
CLI1030,<=50K,57,185072,10,0,0,40
CLI1031,<=50K,19,97261,9,0,0,40
CLI1032,<=50K,24,186314,10,0,0,54
CLI1033,<=50K,81,123959,13,0,1668,3
CLI1034,<=50K,21,26410,9,0,0,40
CLI1035,>50K,44,110396,14,14084,0,56
CLI1036,<=50K,25,324609,9,0,0,40
CLI1037,<=50K,21,212661,6,0,0,39
CLI1038,>50K,38,290306,9,0,0,40
CLI1039,<=50K,18,36348,10,0,0,48
CLI1040,>50K,41,33126,13,0,0,40
CLI1041,<=50K,50,254148,10,0,0,40
CLI1042,<=50K,25,499233,9,0,0,40
CLI1043,<=50K,25,264055,13,0,0,40
CLI1044,<=50K,25,32276,13,0,0,40
CLI1045,>50K,31,502752,13,0,0,40
CLI1046,<=50K,27,204098,9,0,0,50
CLI1047,<=50K,44,103233,13,0,0,40
CLI1048,<=50K,32,209691,13,0,0,50
CLI1049,<=50K,19,227310,10,0,0,25
CLI1050,<=50K,34,168768,12,0,0,35
CLI1051,>50K,40,193524,10,0,0,40
CLI1052,<=50K,31,283268,13,0,0,36
CLI1053,<=50K,48,40666,9,0,0,40
CLI1054,<=50K,29,177651,10,0,0,45
CLI1055,<=50K,33,313729,14,0,0,60
CLI1056,<=50K,20,179423,10,0,0,40
CLI1057,<=50K,34,45522,9,0,0,40
CLI1058,<=50K,39,216129,12,0,0,35
CLI1059,<=50K,50,95435,4,0,1579,65
CLI1060,<=50K,36,41624,6,0,0,70
CLI1061,>50K,41,186909,14,0,1902,35
CLI1062,<=50K,32,53135,9,0,0,40
CLI1063,>50K,29,137618,10,0,0,41
CLI1064,>50K,32,108116,13,0,1902,60
CLI1065,<=50K,32,169973,14,0,0,38
CLI1066,<=50K,28,185127,10,0,0,54
CLI1067,<=50K,25,204338,9,0,0,30
CLI1068,<=50K,50,96062,9,0,0,40
CLI1069,<=50K,17,237272,6,0,0,30
CLI1070,<=50K,72,97304,9,2346,0,40
CLI1071,>50K,45,162410,10,0,0,45
CLI1072,<=50K,22,51136,10,0,0,60
CLI1073,>50K,34,366198,16,0,0,45
CLI1074,<=50K,22,361280,13,0,0,20
CLI1075,<=50K,40,195617,10,0,0,20
CLI1076,<=50K,46,225065,1,0,0,40
CLI1077,<=50K,18,192485,8,0,0,20
CLI1078,<=50K,24,127753,8,0,0,40
CLI1079,<=50K,24,308285,9,0,0,40
CLI1080,<=50K,29,263831,13,0,0,40
CLI1081,>50K,60,178312,9,7298,0,65
CLI1082,>50K,53,173093,10,0,1887,40
CLI1083,<=50K,48,180532,11,0,0,40
CLI1084,>50K,52,154521,9,0,0,44
CLI1085,<=50K,44,254303,10,0,0,45
CLI1086,<=50K,27,236246,12,0,0,40
CLI1087,<=50K,27,90692,11,0,0,40
CLI1088,<=50K,60,226949,9,0,0,37
CLI1089,<=50K,28,181776,10,0,0,40
CLI1090,<=50K,56,170217,9,0,0,45
CLI1091,<=50K,47,207540,4,0,0,40
CLI1092,>50K,43,203637,13,7298,0,40
CLI1093,<=50K,31,163890,10,0,0,40
CLI1094,<=50K,36,255454,13,0,0,40
CLI1095,>50K,39,288551,10,0,0,52
CLI1096,<=50K,39,186420,9,0,0,40
CLI1097,<=50K,36,229180,10,0,0,40
CLI1098,<=50K,19,183532,10,0,0,25
CLI1099,<=50K,41,160467,14,1506,0,40
CLI1100,<=50K,38,166585,13,0,0,55
CLI1101,<=50K,31,47151,9,0,0,56
CLI1102,>50K,61,503675,10,0,0,60
CLI1103,<=50K,32,152940,12,0,0,30
CLI1104,<=50K,25,169124,13,0,0,40
CLI1105,<=50K,23,325596,10,0,0,40
CLI1106,<=50K,57,296516,10,0,0,50
CLI1107,<=50K,28,103802,13,0,1408,40
CLI1108,<=50K,23,133355,10,0,0,15
CLI1109,<=50K,23,152140,9,0,0,40
CLI1110,<=50K,63,106648,9,0,0,25
CLI1111,<=50K,22,109053,8,0,0,40
CLI1112,<=50K,29,338270,9,0,0,40
CLI1113,<=50K,23,257683,13,0,0,40
CLI1114,>50K,53,124076,16,99999,0,37
CLI1115,>50K,37,204145,11,0,0,45
CLI1116,<=50K,22,154422,10,0,0,30
CLI1117,<=50K,28,239539,9,0,0,40
CLI1118,<=50K,60,96073,9,0,0,30
CLI1119,>50K,24,142404,13,0,0,40
CLI1120,<=50K,53,88725,9,0,0,40
CLI1121,<=50K,35,327120,12,0,0,55
CLI1122,<=50K,38,180220,9,0,0,60
CLI1123,<=50K,42,263871,9,0,0,8
CLI1124,<=50K,35,96824,10,0,0,40
CLI1125,>50K,47,150768,13,0,1564,51
CLI1126,<=50K,26,53833,10,0,0,42
CLI1127,<=50K,34,139890,10,0,0,40
CLI1128,>50K,40,203761,9,0,0,40
CLI1129,<=50K,35,153633,10,0,0,40
CLI1130,>50K,38,125933,13,27828,0,45
CLI1131,>50K,43,293535,13,0,0,40
CLI1132,<=50K,58,294313,10,0,0,55
CLI1133,<=50K,34,171159,10,0,0,30
CLI1134,<=50K,18,215110,9,0,0,40
CLI1135,<=50K,19,109005,10,0,0,40
CLI1136,<=50K,21,63665,10,0,0,15
CLI1137,<=50K,45,221780,10,0,0,30
CLI1138,<=50K,30,172304,11,0,0,55
CLI1139,<=50K,65,179985,9,0,0,40
CLI1140,<=50K,60,97030,13,0,0,35
CLI1141,<=50K,19,280071,10,0,0,50
CLI1142,<=50K,42,221172,9,0,0,40
CLI1143,<=50K,51,143865,6,0,0,24
CLI1144,<=50K,73,173047,13,0,0,15
CLI1145,>50K,69,228921,13,0,2282,40
CLI1146,<=50K,29,189765,3,0,0,40
CLI1147,<=50K,17,113301,7,0,0,12
CLI1148,<=50K,19,258633,10,0,0,25
CLI1149,<=50K,30,340917,13,0,0,40
CLI1150,<=50K,23,39603,10,0,0,40
CLI1151,>50K,51,178241,9,0,0,40
CLI1152,<=50K,43,206927,9,0,0,40
CLI1153,<=50K,19,286469,10,0,0,30
CLI1154,>50K,51,171409,10,0,0,40
CLI1155,<=50K,30,316606,13,0,0,40
CLI1156,<=50K,28,104617,4,0,0,99
CLI1157,<=50K,48,397466,10,0,0,60
CLI1158,<=50K,23,184813,10,0,0,20
CLI1159,<=50K,18,200525,7,0,0,25
CLI1160,<=50K,40,67852,9,0,0,35
CLI1161,>50K,48,55863,16,0,1902,46
CLI1162,<=50K,45,168837,10,0,0,40
CLI1163,>50K,50,145333,16,10520,0,50
CLI1164,<=50K,32,111836,10,0,0,50
CLI1165,<=50K,36,101481,9,0,0,40
