ID,Label,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country
CLI0582,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0583,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI0584,<=50K,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
CLI0585,<=50K,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States
CLI0586,<=50K,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,?
CLI0587,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0588,>50K,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,United-States
CLI0589,<=50K,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0590,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0591,<=50K,Private,9th,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI0592,>50K,Private,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,?
CLI0593,<=50K,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI0594,<=50K,Private,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,Jamaica
CLI0595,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0596,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0597,<=50K,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States
CLI0598,<=50K,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States
CLI0599,<=50K,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,Columbia
CLI0600,<=50K,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States
CLI0601,<=50K,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States
CLI0602,<=50K,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI0603,<=50K,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United-States
CLI0604,>50K,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0605,<=50K,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0606,<=50K,Self-emp-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI0607,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0608,<=50K,Private,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,United-States
CLI0609,<=50K,?,Some-college,Never-married,?,Own-child,White,Female,United-States
CLI0610,<=50K,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI0611,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0612,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0613,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0614,<=50K,Local-gov,HS-grad,Never-married,Craft-repair,Unmarried,Black,Male,United-States
CLI0615,<=50K,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0616,<=50K,Private,11th,Separated,Priv-house-serv,Unmarried,White,Female,Mexico
CLI0617,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0618,<=50K,Private,Assoc-acdm,Divorced,Tech-support,Own-child,White,Female,United-States
CLI0619,<=50K,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,Vietnam
CLI0620,>50K,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Male,United-States
CLI0621,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
CLI0622,<=50K,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0623,>50K,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0624,<=50K,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0625,<=50K,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0626,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0627,>50K,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0628,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0629,<=50K,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,United-States
CLI0630,<=50K,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States
CLI0631,<=50K,Self-emp-inc,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,United-States
CLI0632,>50K,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0633,<=50K,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,United-States
CLI0634,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Female,Mexico
CLI0635,>50K,Private,Masters,Divorced,Sales,Not-in-family,White,Male,United-States
CLI0636,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
CLI0637,>50K,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0638,<=50K,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0639,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States
CLI0640,<=50K,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0641,<=50K,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Japan
CLI0642,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0643,<=50K,Federal-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,United-States
CLI0644,<=50K,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
CLI0645,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
CLI0646,<=50K,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0647,>50K,Self-emp-inc,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
CLI0648,<=50K,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,United-States
CLI0649,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0650,<=50K,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States
CLI0651,<=50K,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States
CLI0652,>50K,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI0653,<=50K,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States
CLI0654,<=50K,Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,United-States
CLI0655,<=50K,Private,9th,Never-married,Handlers-cleaners,Other-relative,White,Male,United-States
CLI0656,<=50K,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States
CLI0657,<=50K,Local-gov,10th,Separated,Other-service,Unmarried,Black,Female,United-States
CLI0658,<=50K,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI0659,<=50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0660,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
CLI0661,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0662,<=50K,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0663,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0664,<=50K,Private,11th,Married-civ-spouse,Adm-clerical,Wife,White,Female,Mexico
CLI0665,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI0666,<=50K,?,10th,Never-married,?,Own-child,White,Male,United-States
CLI0667,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0668,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0669,<=50K,Private,9th,Never-married,Other-service,Unmarried,White,Female,United-States
CLI0670,<=50K,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
CLI0671,<=50K,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0672,<=50K,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States
CLI0673,<=50K,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States
CLI0674,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Columbia
CLI0675,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States
CLI0676,>50K,Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,United-States
CLI0677,>50K,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0678,<=50K,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,Dominican-Republic
CLI0679,<=50K,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,United-States
CLI0680,<=50K,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States
CLI0681,<=50K,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States
CLI0682,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0683,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0684,<=50K,Private,Some-college,Never-married,Farming-fishing,Own-child,Black,Male,United-States
CLI0685,<=50K,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,England
CLI0686,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
CLI0687,<=50K,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,?
CLI0688,<=50K,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0689,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0690,>50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
CLI0691,<=50K,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI0692,<=50K,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0693,<=50K,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
CLI0694,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0695,<=50K,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States
CLI0696,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0697,<=50K,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States
CLI0698,<=50K,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0699,<=50K,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0700,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0701,<=50K,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0702,<=50K,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,United-States
CLI0703,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0704,<=50K,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI0705,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
CLI0706,<=50K,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,United-States
CLI0707,<=50K,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,United-States
CLI0708,<=50K,Private,9th,Never-married,Other-service,Own-child,White,Male,United-States
CLI0709,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0710,>50K,?,Some-college,Married-civ-spouse,?,Wife,White,Female,United-States
CLI0711,<=50K,Private,12th,Never-married,Other-service,Own-child,White,Male,United-States
CLI0712,<=50K,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0713,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI0714,<=50K,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI0715,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Philippines
CLI0716,<=50K,Private,10th,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,United-States
CLI0717,<=50K,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States
CLI0718,<=50K,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0719,<=50K,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI0720,>50K,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0721,<=50K,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI0722,<=50K,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI0723,<=50K,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0724,<=50K,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0725,<=50K,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0726,<=50K,?,HS-grad,Never-married,?,Unmarried,Black,Female,United-States
CLI0727,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0728,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,?
CLI0729,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0730,<=50K,Federal-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI0731,<=50K,State-gov,Bachelors,Never-married,Prof-specialty,Other-relative,Black,Female,United-States
CLI0732,<=50K,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,Dominican-Republic
CLI0733,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI0734,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0735,<=50K,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0736,<=50K,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United-States
CLI0737,<=50K,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,United-States
CLI0738,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI0739,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI0740,<=50K,?,Bachelors,Never-married,?,Own-child,Black,Female,Germany
CLI0741,<=50K,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
CLI0742,<=50K,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI0743,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States
CLI0744,<=50K,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
CLI0745,<=50K,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI0746,<=50K,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0747,<=50K,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0748,<=50K,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0749,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0750,<=50K,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0751,<=50K,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI0752,<=50K,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,Mexico
CLI0753,<=50K,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,United-States
CLI0754,<=50K,Local-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0755,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0756,<=50K,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,United-States
CLI0757,<=50K,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Female,?
CLI0758,<=50K,?,Bachelors,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,China
CLI0759,<=50K,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,United-States
CLI0760,>50K,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI0761,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0762,<=50K,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,United-States
CLI0763,<=50K,?,HS-grad,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,United-States
CLI0764,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI0765,>50K,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
CLI0766,<=50K,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,United-States
CLI0767,<=50K,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States
CLI0768,<=50K,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States
CLI0769,<=50K,?,HS-grad,Never-married,?,Own-child,White,Male,United-States
CLI0770,<=50K,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States
CLI0771,<=50K,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
CLI0772,<=50K,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0773,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Male,Greece
CLI0774,<=50K,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0775,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0776,<=50K,Private,7th-8th,Never-married,Craft-repair,Unmarried,White,Male,United-States
CLI0777,>50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0778,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0779,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0780,<=50K,?,5th-6th,Married-civ-spouse,?,Wife,White,Female,Mexico
CLI0781,<=50K,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0782,<=50K,Local-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,United-States
CLI0783,>50K,State-gov,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0784,>50K,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0785,<=50K,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI0786,<=50K,?,Some-college,Divorced,?,Not-in-family,White,Female,United-States
CLI0787,<=50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0788,<=50K,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0789,>50K,Local-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,United-States
CLI0790,<=50K,Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,United-States
CLI0791,<=50K,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico
CLI0792,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0793,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0794,<=50K,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI0795,<=50K,?,Some-college,Separated,?,Unmarried,White,Male,United-States
CLI0796,>50K,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0797,<=50K,Self-emp-not-inc,HS-grad,Separated,Other-service,Not-in-family,White,Female,United-States
CLI0798,>50K,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,United-States
CLI0799,<=50K,?,11th,Married-civ-spouse,?,Wife,White,Female,United-States
CLI0800,<=50K,Self-emp-not-inc,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0801,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0802,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0803,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States
CLI0804,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0805,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0806,>50K,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0807,<=50K,Private,Masters,Never-married,Other-service,Own-child,White,Female,United-States
CLI0808,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0809,<=50K,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,United-States
CLI0810,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
CLI0811,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0812,>50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,Italy
CLI0813,<=50K,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,United-States
CLI0814,<=50K,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States
CLI0815,<=50K,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI0816,>50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0817,<=50K,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States
CLI0818,>50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0819,>50K,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,United-States
CLI0820,<=50K,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Philippines
CLI0821,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0822,<=50K,Private,11th,Never-married,Other-service,Not-in-family,White,Male,United-States
CLI0823,<=50K,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0824,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0825,<=50K,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI0826,<=50K,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Unmarried,White,Female,United-States
CLI0827,<=50K,?,Some-college,Never-married,?,Own-child,White,Male,United-States
CLI0828,<=50K,?,HS-grad,Separated,?,Not-in-family,White,Female,United-States
CLI0829,>50K,Local-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,United-States
CLI0830,<=50K,?,Some-college,Never-married,?,Not-in-family,White,Male,United-States
CLI0831,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
CLI0832,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0833,<=50K,Self-emp-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States
CLI0834,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0835,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0836,<=50K,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0837,<=50K,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI0838,<=50K,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0839,<=50K,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI0840,<=50K,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0841,<=50K,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0842,<=50K,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,United-States
CLI0843,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI0844,>50K,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0845,<=50K,?,7th-8th,Never-married,?,Own-child,White,Male,United-States
CLI0846,<=50K,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,?
CLI0847,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States
CLI0848,>50K,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI0849,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0850,<=50K,Private,Assoc-voc,Married-spouse-absent,Craft-repair,Unmarried,White,Male,United-States
CLI0851,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0852,<=50K,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States
CLI0853,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States
CLI0854,<=50K,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0855,<=50K,Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,Thailand
CLI0856,<=50K,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0857,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0858,<=50K,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States
CLI0859,<=50K,Private,10th,Divorced,Farming-fishing,Not-in-family,White,Male,United-States
CLI0860,<=50K,Private,HS-grad,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,South
CLI0861,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
CLI0862,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0863,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI0864,<=50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0865,<=50K,Local-gov,Assoc-voc,Never-married,Protective-serv,Unmarried,White,Male,United-States
