ID,Label,Service time,Age,Work load Average/day ,Hit target,Son,Pet,Weight,Height,Body mass index
WOR0576,2,17,40,313.532,96,2,0,63,170,22
WOR0577,8,29,49,313.532,96,0,2,108,172,36
WOR0578,3,17,40,313.532,96,2,0,63,170,22
WOR0579,2,9,30,313.532,96,0,0,56,171,19
WOR0580,8,14,34,313.532,96,2,0,95,196,25
WOR0581,2,9,30,313.532,96,0,0,56,171,19
WOR0582,3,18,38,313.532,96,0,0,89,170,31
WOR0583,8,13,33,313.532,96,2,1,90,172,30
WOR0584,3,18,38,313.532,96,0,0,89,170,31
WOR0585,2,18,38,313.532,96,0,0,89,170,31
WOR0586,8,18,38,264.249,97,0,0,89,170,31
WOR0587,3,9,28,264.249,97,1,2,69,169,24
WOR0588,8,14,47,264.249,97,2,1,86,165,32
WOR0589,2,18,38,264.249,97,0,0,89,170,31
WOR0590,3,9,28,264.249,97,1,2,69,169,24
WOR0591,2,18,38,264.249,97,0,0,89,170,31
WOR0592,2,9,30,264.249,97,0,0,56,171,19
WOR0593,2,15,41,264.249,97,2,2,94,182,28
WOR0594,2,18,38,264.249,97,0,0,89,170,31
WOR0595,2,1,31,264.249,97,1,8,68,178,21
WOR0596,2,18,38,264.249,97,0,0,89,170,31
WOR0597,8,9,28,264.249,97,1,2,69,169,24
WOR0598,3,18,38,264.249,97,0,0,89,170,31
WOR0599,3,18,38,264.249,97,0,0,89,170,31
WOR0600,3,9,28,264.249,97,1,2,69,169,24
WOR0601,2,9,30,264.249,97,0,0,56,171,19
WOR0602,2,17,40,264.249,97,2,0,63,170,22
WOR0603,3,18,38,264.249,97,0,0,89,170,31
WOR0604,3,1,31,264.249,97,1,8,68,178,21
WOR0605,2,9,30,264.249,97,0,0,56,171,19
WOR0606,2,18,38,264.249,97,0,0,89,170,31
WOR0607,8,18,38,264.249,97,0,0,89,170,31
WOR0608,2,18,38,264.249,97,0,0,89,170,31
WOR0610,3,8,32,264.249,97,0,0,75,178,25
WOR0611,2,18,38,264.249,97,0,0,89,170,31
WOR0612,2,9,28,264.249,97,1,2,69,169,24
WOR0613,2,18,38,264.249,97,0,0,89,170,31
WOR0614,2,14,47,264.249,97,2,1,86,165,32
WOR0615,2,9,28,264.249,97,1,2,69,169,24
WOR0616,2,18,38,264.249,97,0,0,89,170,31
WOR0617,2,18,38,264.249,97,0,0,89,170,31
WOR0618,2,8,32,264.249,97,0,0,75,178,25
WOR0619,2,18,38,222.196,99,0,0,89,170,31
WOR0620,2,14,47,222.196,99,2,1,86,165,32
WOR0621,3,16,58,222.196,99,2,1,65,172,22
WOR0622,3,14,47,222.196,99,2,1,86,165,32
WOR0623,>24,16,58,222.196,99,2,1,65,172,22
WOR0624,2,18,38,222.196,99,0,0,89,170,31
WOR0625,2,9,28,222.196,99,1,2,69,169,24
WOR0626,3,18,38,222.196,99,0,0,89,170,31
WOR0627,2,9,28,222.196,99,1,2,69,169,24
WOR0628,3,9,30,222.196,99,0,0,56,171,19
WOR0629,3,8,32,222.196,99,0,0,75,178,25
WOR0630,8,3,28,222.196,99,1,4,80,172,27
WOR0631,8,18,38,222.196,99,0,0,89,170,31
WOR0632,2,18,38,222.196,99,0,0,89,170,31
WOR0633,3,18,38,222.196,99,0,0,89,170,31
WOR0634,2,9,30,222.196,99,0,0,56,171,19
WOR0636,2,14,47,222.196,99,2,1,86,165,32
WOR0637,3,18,38,222.196,99,0,0,89,170,31
WOR0638,8,9,28,222.196,99,1,2,69,169,24
WOR0639,2,18,38,222.196,99,0,0,89,170,31
WOR0640,8,13,33,222.196,99,2,1,90,172,30
WOR0641,2,16,58,222.196,99,2,1,65,172,22
WOR0642,2,18,38,222.196,99,0,0,89,170,31
WOR0643,3,14,47,222.196,99,2,1,86,165,32
WOR0644,3,18,38,222.196,99,0,0,89,170,31
WOR0645,2,9,30,222.196,99,0,0,56,171,19
WOR0646,3,18,38,222.196,99,0,0,89,170,31
WOR0647,3,18,38,222.196,99,0,0,89,170,31
WOR0648,8,24,46,222.196,99,2,0,75,175,25
WOR0649,24,14,34,222.196,99,2,0,95,196,25
WOR0650,3,18,38,222.196,99,0,0,89,170,31
WOR0651,3,18,38,222.196,99,0,0,89,170,31
WOR0652,2,9,30,222.196,99,0,0,56,171,19
WOR0653,>24,13,33,222.196,99,2,1,90,172,30
WOR0654,8,12,31,222.196,99,3,0,70,169,25
WOR0655,8,9,28,246.288,91,1,2,69,169,24
WOR0656,8,10,37,246.288,91,0,0,83,172,28
WOR0657,8,3,28,246.288,91,1,4,80,172,27
WOR0658,8,14,47,246.288,91,2,1,86,165,32
WOR0659,8,13,33,246.288,91,2,2,69,167,25
WOR0660,2,9,30,246.288,91,0,0,56,171,19
WOR0661,24,12,31,246.288,91,3,0,70,169,25
WOR0662,2,17,40,246.288,91,2,0,63,170,22
WOR0663,3,18,50,246.288,91,1,0,98,178,31
WOR0664,2,3,28,246.288,91,1,4,80,172,27
WOR0665,2,10,37,246.288,91,0,0,83,172,28
WOR0666,8,14,37,246.288,91,1,1,88,172,29
WOR0667,2,9,30,246.288,91,0,0,56,171,19
WOR0668,8,9,28,246.288,91,1,2,69,169,24
WOR0669,3,8,32,246.288,91,0,0,75,178,25
WOR0670,2,9,30,246.288,91,0,0,56,171,19
WOR0672,8,9,28,246.288,91,1,2,69,169,24
WOR0673,2,18,50,246.288,91,1,0,98,178,31
WOR0674,2,9,30,246.288,91,0,0,56,171,19
WOR0675,8,14,37,237.656,99,1,1,88,172,29
WOR0676,3,15,41,237.656,99,2,2,94,182,28
WOR0677,2,8,32,237.656,99,0,0,75,178,25
WOR0678,3,10,37,237.656,99,0,0,83,172,28
WOR0679,8,13,43,237.656,99,1,0,106,167,38
WOR0680,1,9,30,237.656,99,0,0,56,171,19
WOR0681,2,12,40,237.656,99,1,1,73,171,25
WOR0682,8,15,41,237.656,99,2,2,94,182,28
WOR0683,>24,13,43,237.656,99,2,1,77,175,25
WOR0684,8,15,41,237.656,99,2,2,94,182,28
WOR0685,2,9,30,237.656,99,0,0,56,171,19
WOR0686,2,18,50,237.656,99,1,0,98,178,31
WOR0687,3,18,50,237.656,99,1,0,98,178,31
WOR0688,1,10,37,237.656,99,0,0,83,172,28
WOR0689,0,18,50,237.656,99,1,0,98,178,31
WOR0690,2,9,30,237.656,99,0,0,56,171,19
WOR0691,0,11,36,237.656,99,2,4,65,174,21
WOR0692,1,17,40,237.656,99,2,0,63,170,22
WOR0693,>24,14,34,237.656,99,2,0,95,196,25
WOR0694,8,8,32,237.656,99,0,0,75,178,25
WOR0695,8,12,40,237.656,99,1,1,73,171,25
WOR0696,8,17,40,237.656,99,2,0,63,170,22
WOR0697,3,9,28,237.656,99,1,2,69,169,24
WOR0698,8,4,28,237.656,99,0,0,84,182,25
WOR0699,2,8,32,237.656,99,0,0,75,178,25
WOR0700,2,12,40,237.656,99,1,1,73,171,25
WOR0701,2,9,30,237.656,99,0,0,56,171,19
WOR0702,8,3,28,237.656,99,1,4,80,172,27
WOR0703,2,14,34,237.656,99,2,0,95,196,25
WOR0704,8,17,40,237.656,99,2,0,63,170,22
WOR0705,8,14,34,237.656,99,2,0,95,196,25
WOR0706,1,9,28,237.656,99,1,2,69,169,24
WOR0707,8,24,46,275.089,96,2,0,75,175,25
WOR0708,3,9,30,275.089,96,0,0,56,171,19
WOR0709,8,10,37,275.089,96,0,0,83,172,28
WOR0710,8,10,37,275.089,96,0,0,83,172,28
WOR0711,8,11,36,275.089,96,2,4,65,174,21
WOR0712,24,18,50,275.089,96,1,0,98,178,31
WOR0713,8,1,31,275.089,96,1,8,68,178,21
WOR0714,2,9,30,275.089,96,0,0,56,171,19
WOR0715,0,12,48,275.089,96,1,5,88,163,33
WOR0716,0,8,33,275.089,96,0,0,79,178,25
WOR0717,3,18,50,275.089,96,1,0,98,178,31
WOR0718,2,9,30,275.089,96,0,0,56,171,19
WOR0719,2,12,40,275.089,96,1,1,73,171,25
WOR0720,3,9,30,275.089,96,0,0,56,171,19
WOR0721,3,10,37,275.089,96,0,0,83,172,28
WOR0722,8,1,31,275.089,96,1,8,68,178,21
WOR0723,2,10,37,275.089,96,0,0,83,172,28
WOR0724,3,10,37,275.089,96,0,0,83,172,28
WOR0725,3,1,31,275.089,96,1,8,68,178,21
WOR0727,2,1,31,264.604,93,1,8,68,178,21
WOR0728,8,16,58,264.604,93,2,1,65,172,22
WOR0730,>24,16,58,264.604,93,2,1,65,172,22
WOR0732,2,10,37,264.604,93,0,0,83,172,28
WOR0733,8,3,28,264.604,93,1,4,80,172,27
WOR0734,8,9,28,264.604,93,1,2,69,169,24
WOR0735,>24,12,31,264.604,93,3,0,70,169,25
WOR0736,8,13,33,264.604,93,2,1,90,172,30
WOR0738,0,13,40,271.219,95,1,8,98,170,34
WOR0739,0,14,39,271.219,95,2,2,100,170,35
WOR0740,0,14,53,271.219,95,1,1,77,175,25
